protocol	producers	payload_bytes	messages	repetition	delivered	dropped_or_failed	wall_ms	msg_per_second	p50_us	p95_us	p99_us	cpu_ms	go_runtime_sys_kib	rss_kib	result
datagram-line	1	1024	2000	3	2000	0	5.012	399082.1	11.083	32.250	92.625	8.359	29526	11992	pass
datagram-line	1	8192	500	1	500	0	6.265	79807.9	44.792	255.333	327.208	13.292	29526	11732	pass
datagram-line	1	8192	500	2	500	0	5.526	90478.0	41.917	184.875	253.417	12.004	29526	11496	pass
datagram-line	1	8192	500	3	500	0	6.817	73346.0	45.208	168.375	221.333	12.322	29526	11656	pass
datagram-line	8	64	16000	1	16000	0	46.579	343500.9	22.000	158.583	364.750	149.884	29526	11644	pass
datagram-line	8	64	16000	2	16000	0	42.491	376554.4	21.459	146.083	339.041	138.957	29526	11412	pass
datagram-line	8	64	16000	3	16000	0	70.499	226954.6	24.125	250.375	686.250	212.265	29526	11796	pass
datagram-line	8	1024	16000	1	16000	0	83.985	190509.5	30.125	340.292	835.708	223.106	29526	11840	pass
datagram-line	8	1024	16000	2	16000	0	59.040	271004.2	26.250	228.583	452.583	190.563	29526	12108	pass
datagram-line	8	1024	16000	3	16000	0	62.682	255258.6	26.625	236.666	463.459	203.668	29526	12168	pass
datagram-line	8	8192	4000	1	4000	0	58.279	68635.5	160.417	692.542	1044.250	160.507	29526	12696	pass
datagram-line	8	8192	4000	2	4000	0	55.232	72421.6	146.542	699.500	1019.000	157.289	29526	12528	pass
datagram-line	8	8192	4000	3	4000	0	56.196	71179.5	167.416	649.458	1042.875	159.523	29526	12024	pass
datagram-line	32	64	64000	1	64000	0	204.445	313042.2	32.958	578.292	1185.458	835.114	29526	12124	pass
datagram-line	32	64	64000	2	64000	0	173.531	368809.7	33.958	450.667	824.792	721.154	29526	12060	pass
datagram-line	32	64	64000	3	64000	0	168.858	379016.7	34.625	424.416	758.000	717.908	29526	12284	pass
datagram-line	32	1024	64000	1	64000	0	242.008	264454.1	45.542	644.291	1127.166	949.176	29526	11804	pass
datagram-line	32	1024	64000	2	64000	0	249.651	256358.1	45.583	674.833	1189.875	963.726	29526	11864	pass
datagram-line	32	1024	64000	3	64000	0	246.017	260144.5	44.792	648.666	1143.000	944.724	29526	12268	pass
datagram-line	32	8192	16000	1	16000	0	237.242	67441.6	297.208	2158.583	3576.416	760.747	29526	11884	pass
datagram-line	32	8192	16000	2	16000	0	230.858	69306.8	294.042	2115.500	3489.417	747.374	29526	11880	pass
datagram-line	32	8192	16000	3	16000	0	238.386	67117.9	320.792	2101.500	3365.792	764.634	29526	12584	pass
